OBJECTID,FUNC_LOC_I,NAME,ADDRESS,ADDR3,AREA_SQ_M,RFOS_CATEGORY,RFOS_SUB_CATEGORY,MAINTAINED_BY,GlobalID
150423,K-MIRAMB,MIRAMBEENA DRIVE PARKLANDS,64 MIRAMBEENA DRIVE,PIMPAMA,141560,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8d26a834-16e2-4b0f-b0fe-7dd12f032b5d
150424,K-MIRANI,MIRANI STREET RESERVE,8 MIRANI STREET,LOWER BEECHMONT,16136,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8b80737b-84c7-4def-9393-e8263a0b6261
150425,K-MISTLE,MISTLETOE PARK,39A PETER MILLS DRIVE,GILSTON,5279,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,665356bd-b664-4654-8f0d-73e184c13860
150426,K-MISTLE,MISTLETOE PARK,39A PETER MILLS DRIVE,GILSTON,12716,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,4bfc4eda-2deb-45d4-ab7d-240ba4f0a04b
150427,K-PELI02,PELICAN LAKE PARK,190 BURLEIGH STREET,BURLEIGH WATERS,4468,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,83f933a4-65bf-4097-abf0-b35317c331b8
150428,K-DRIFTW,DRIFTWOOD PARK,SMITH STREET,PARKWOOD,8792,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c34525a7-a4b2-4bbf-ad9c-eab29a315fa6
150429,K-GLENNO,GLENNON PARK,LEAGUES CLUB DRIVE,NERANG,194167,SPORTS PARKS,CITY SPORTS PARK,GCCC,a018ce5f-7d85-4219-9e54-dbc06f5b0d76
150430,K-GOLDMA,GOLD MARKET DR RESERVE,EQUINE COURT,BUNDALL,33444,SPORTS PARKS,SPECIALISED SPORTS PARK,EXTERNAL,4d7076b2-98cc-486f-a42c-72198c660e04
150431,K-GULLYP,GULLY PARK,LOT 905 KINGCREST DRIVE,REEDY CREEK,17638,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8a9f411f-a7f2-406d-b1f9-bd7cbb2719db
150432,K-MONT01,MONTSERRAT RESERVE (NORTH),15 MONTSERRAT COURT,CLEAR ISLAND WATERS,945,OPEN SPACE PARKS,AMENITY SPACE,GCCC,f3a006f4-f608-4cec-bb61-c7b2bf700b50
150433,K-MONT02,MONTSERRAT RESERVE (SOUTH),8 MONTSERRAT COURT,CLEAR ISLAND WATERS,1805,OPEN SPACE PARKS,AMENITY SPACE,GCCC,f336d71c-7de1-4423-b4ff-1dbfbbc3224b
150434,K-MONUME,MONUMENT RESERVE,PACIFIC HIGHWAY,PIMPAMA,49471,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,1f50f987-4b8e-4517-9cdb-0b83d9dd1322
150435,K-MOORAB,MOORABBIN PARK,15 MOORABBIN PLACE,ROBINA,1874,OPEN SPACE PARKS,AMENITY SPACE,GCCC,978a8259-480f-434e-add0-361982573724
150436,K-MORALA,MORALA RESERVE,257 MORALA AVENUE,RUNAWAY BAY,390,OPEN SPACE PARKS,AMENITY SPACE,GCCC,5d9e94e5-d3db-4632-bcc6-e94d92992e9b
150437,K-PHIL01,PHILIP PARK,SEA WORLD DRIVE,MAIN BEACH,193686,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,1e381494-e5c3-474d-b9ad-4f1c8906b4f1
150438,K-PHIL02,PHILIP SMITH FAMILY PARK,29 SALMON STREET,SOUTHPORT,2356,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,34cfd236-03c8-49d8-8ab9-e4c608607068
150439,K-PHOENI,PHOENIX STREET RESERVE,10 CAPRICORN DRIVE,PACIFIC PINES,4668,UTILITY RESERVE,UTILITY RESERVE,GCCC,94b64bfb-6c9a-4a6e-8b69-beaba2cc7bc7
150440,,BURLEIGH HEAD NATIONAL PARK,GOODWIN TERRACE,BURLEIGH HEADS,273693,QUEENSLAND CONSERVATION ESTATE,NATIONAL PARK,EXTERNAL,6643d01e-ccc9-4898-9faa-096fad15c1c8
150441,F-LBBURH,BURLEIGH HEADS LIBRARY,PARK AVENUE,BURLEIGH HEADS,3111,COMMUNITY FACILITIES,CULTURAL FACILITIES,GCCC,21778e3c-1f56-4ac7-ae38-d990fd2f4305
150442,K-BURL02,BURLEIGH RIDGE PARK,55A GEORGE STREET CENTRAL,BURLEIGH HEADS,1041,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,f6eaef24-8e91-4983-8e41-9d8d2c26ee33
150443,K-BURREN,BURRENDONG PARK,38A BURRENDONG ROAD,COOMBABAH,1096,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0f153e8f-33a8-48c0-b749-a66dbee24f61
150444,K-CABARI,CABARITA STREET RESERVE,2A CABARITA STREET,BIGGERA WATERS,589,OPEN SPACE PARKS,AMENITY SPACE,GCCC,5e2e649c-2072-4d4b-b39b-dc0523354ad4
150445,K-MUDG01,MUDGEERABA ROAD PARKLANDS,42 MUDGEERABA ROAD,MUDGEERABA,1135,OPEN SPACE PARKS,AMENITY SPACE,GCCC,708307f0-f971-4076-814a-1382adc87737
150446,K-PICNIC,PICNIC CREEK RESERVE,DAINTREE DRIVE,COOMERA,4318,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,13a8886a-8849-46a6-8302-879a61ff358e
150447,K-PIDDFA,PIDD FAMILY PARK,21 CARRARA ROAD,CARRARA,1439,OPEN SPACE PARKS,AMENITY SPACE,GCCC,d8421089-047c-4fec-b960-2940dbcfbdc8
150448,K-PIGGOT,PIGGOTTS ROAD RESERVE,PIGGOTTS ROAD,GUANABA,13846,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,9bf15b49-01f0-4166-ba30-a19ada519b78
150449,,PIMPAMA CONSERVATION PARK,LOT 40 YAWALPAH ROAD,PIMPAMA,140203,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,216fa378-6d4c-4044-8ee0-f318ffa8fe0f
150450,K-LAGUNA,LAGUNA PARK,130 LAGUNA AVENUE,PALM BEACH,35342,OPEN SPACE PARKS,DISTRICT RECREATION PARK,GCCC,614866bb-eb1c-4a27-b4b4-80d35d578e4d
150451,K-SOME03,SOMERSET HEIGHTS PARK,GEMVALE ROAD,MUDGEERABA,6052,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,c63ce847-97d4-40be-ba13-1fa9e17e37f9
150452,K-CARGEL,CARGELLICO STREET RESERVE,1 CARGELLICO STREET,MAUDSLAND,38846,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,71dcbb47-39fe-4a83-99ba-aef731ee83fa
150453,K-CURR08,CURRUMBIN RIVERFRONT PARKLAND,941 CURRUMBIN CREEK ROAD,CURRUMBIN VALLEY,6605,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,263eca69-5186-44b7-a960-aee9c55bcbf2
150454,K-GAMBAM,GAMBAMORA PARK,22 RIVERSDALE ROAD,OXENFORD,52725,SPORTS PARKS,LOCAL SPORTS PARK,GCCC,a7331af5-c9f2-4722-9a59-0c4228abe061
150455,K-GOLD05,GOLDMINE PARK,237 GOLDMINE ROAD,ORMEAU,21201,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,161762db-12a0-4b03-8eae-cef1a15acc49
150456,K-HARR03,HARRY BOND PARK,REGATTA PARADE,SOUTHPORT,2233,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,ba6e5c5a-5366-4636-bb16-78c20c718683
150457,K-TELF02,TELFORD PLACE ENTRANCE RESERVE,TELFORD PLACE,ARUNDEL,423,OPEN SPACE PARKS,AMENITY SPACE,GCCC,15d5c010-4278-494d-97e7-814ddf0ad090
150458,K-SUNVAL,SUN VALLEY PARK, PARASOL STREET,ASHMORE,5855,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,e7f2f487-43fa-427b-a10d-87aa76020574
150459,K-SALI01,SALIX RESERVE,44 MILDURA DRIVE,HELENSVALE,41816,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,a002022f-1445-455f-9eed-0d6b44d7fdf9
150460,K-COMMOD,COMMODORE PARK,COMMODORE DRIVE,SURFERS PARADISE,4455,OPEN SPACE PARKS,AMENITY SPACE,GCCC,eb45712a-25e7-4ad5-9e34-ddd3837d1c6b
150461,F-CCSOUT,COMMUNITY CENTRE SOUTHPORT,10 LAWSON STREET,SOUTHPORT,1983.39887918,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,7c56cb08-0539-4d95-bb40-5a9b43c702b3
150462,K-BURLEY,BURLEY GRIFFIN DRIVE RESERVE,BURLEY GRIFFIN DRIVE,MAUDSLAND,18729,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,16b6d73c-ae6a-4e97-a859-9909a0a10bfe
150463,K-BURNET,BURNETT AND CARRIE CLARK PARK,DUNLIN DRIVE,BURLEIGH WATERS,18096,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,43d9638c-967f-44e9-9da9-4dc4812f8f11
150464,K-BURNET,BURNETT AND CARRIE CLARK PARK,DUNLIN DRIVE,BURLEIGH WATERS,1079,OPEN SPACE PARKS,AMENITY SPACE,GCCC,02cd7178-a141-4e37-af6f-5242ea5d57a5
150465,K-BURNET,BURNETT AND CARRIE CLARK PARK,DUNLIN DRIVE,BURLEIGH WATERS,4859,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,e042c7ff-7920-484d-a124-890ac49abf85
150466,K-BURNSI,BURNSIDE ROAD PARKS,BURNSIDE ROAD,ORMEAU,37825,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,338c6fc3-1af4-4429-87be-6acdda6ef333
150467,K-BURREP,BURREPT RESERVE,GOVERNMENT ROAD,LABRADOR,14271,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,a7665bfa-936b-4a7e-aff7-02cfda645995
150468,K-MORGAN,MORGAN FAMILY PARK,100 BEAUDESERT NERANG ROAD,NERANG,64861,OPEN SPACE PARKS,AMENITY SPACE,GCCC,7142468b-313e-4dd5-bd0a-c553f9c9ce04
150469,K-BURREP,BURREPT RESERVE,GOVERNMENT ROAD,LABRADOR,19409,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,3b11738c-4be3-4158-b3e7-e8df4dfebb94
150470,K-BUSH02,BUSHLAND PLACE RESERVE,7A BUSHLAND PLACE,MAUDSLAND,23316,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,2cf064f7-888a-4a04-963d-0dea9549d995
150471,K-BUSHME,BUSHMEAD VILLAS PARK,BUSHMEAD STREET,NERANG,5648,OPEN SPACE PARKS,AMENITY SPACE,GCCC,a24c287e-5db4-49b6-8d0e-a8a58bbaf1a5
150472,K-HARD02,HARDYS ROAD RESERVE,27 HARDYS ROAD,MUDGEERABA,51547,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,070cfacc-1ddd-4574-96c2-55e5bd6d8b86
150473,K-HARL02,HARLEY SMITH RESERVE,1316 TALLEBUDGERA CREEK ROAD,TALLEBUDGERA VALLEY,12803,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,95f31b27-ad80-4e36-9600-cfe192377529
150474,K-HARMON,HARMONY STREET RESERVE,5A MCWANG STREET,PIMPAMA,556,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,f7ce9ec1-1aa3-4a83-965f-8a0f15f5cee5
150475,K-HARPER,HARPER ST RESERVE,469 NERANG ROAD,MOLENDINAR,3447,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,f070866a-8902-4d81-a92e-e90c5904fe0c
150476,F-CCSTUD,STUDIO VILLAGE COMMUNITY CENTRE,87 VILLAGE WAY,OXENFORD,1936,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,bc812736-2b28-4156-82a6-8e2b186c5b18
150477,K-VILL05,VILLIERS DRIVE ENTRANCE RESERVE,CURRUMBIN CREEK ROAD,CURRUMBIN WATERS,3192,OPEN SPACE PARKS,AMENITY SPACE,GCCC,73c218e7-9259-49fa-bb50-79e5b3250df8
150478,K-VAUGHA,VAUGHAN DRIVE RESERVE,HALFWAY DRIVE,ORMEAU,30842,UTILITY RESERVE,UTILITY RESERVE,GCCC,5c23520f-0f51-4aba-9d2a-2f44a5c39a92
150479,K-BLAC02,BLACKS ROAD PARKLANDS 1,BLACKS ROAD,WILLOW VALE,3041,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,8db2a70c-fc2a-4dd3-916a-c9bcaaa301a7
150480,K-NERA06,NERANG STATE FOREST ACCESS PARK,248 MT NATHAN ROAD,NERANG,14379,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,a796867f-e507-4db7-9862-e8601a2b46a6
150481,K-BOOBEG,BOOBEGAN PARK,ROBINA PARKWAY,MERRIMAC,343136,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,c318c9a9-8e33-4af5-a2bb-fcb58eeeaf95
150482,K-ENCAMP,ENCAMP RESERVE,48 WOODLAND DRIVE,REEDY CREEK,775,UTILITY RESERVE,UTILITY RESERVE,GCCC,65d8f351-dad4-4ac3-a7b1-717e060660df
150483,K-HARR01,HARRIER DRIVE BUFFER,BERMUDA STREET,BURLEIGH WATERS,6869,OPEN SPACE PARKS,AMENITY SPACE,GCCC,728613a7-6567-4d8d-9979-cd4ac63dd84c
150484,K-HARR02,HARRIER DRIVE RESERVE,6 HARRIER DRIVE,BURLEIGH WATERS,952,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,57d85b70-cac7-40ef-9b57-53855960346e
150485,K-HARR05,HARRIET LANE RESERVE,2 HARRIET LANE,OXENFORD,3204,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,482459d6-329b-460f-a3fa-30457eac3323
150486,K-CRESTW,CRESTWOOD ROAD RESERVE,56A CRESTWOOD DRIVE,MOLENDINAR,615,OPEN SPACE PARKS,AMENITY SPACE,GCCC,3794a217-2aad-4eeb-9668-be2c3ab32a9e
150487,K-FLOODE,FLOODED GUM PARK,MCAULEY PARADE,PACIFIC PINES,60415,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,3ed9db73-e816-4763-91e0-c1a1567387bb
150488,K-GRAH02,GRAHAM FAMILY GARDEN,OLD BURLEIGH ROAD,BROADBEACH,833,OPEN SPACE PARKS,AMENITY SPACE,GCCC,d5fd5da5-f9a5-4440-aaff-364d14ef8ba9
150489,K-GRANYA,GRANYA COURT RESERVE,VICTORIA DRIVE,PACIFIC PINES,10518,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,82735e97-086f-464f-949a-054720844995
150490,K-GRASSY,GRASSY PARK,46 HANSFORD ROAD,COOMBABAH,21958,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,57cb1651-a7a9-4c18-860f-f19fe979c767
150491,K-GREE01,GREEN GLEN PARK,CURRUMBURRA ROAD,ASHMORE,4629,OPEN SPACE PARKS,AMENITY SPACE,GCCC,cf41c026-cab3-47ae-a60e-daa9c2f25f21
150492,K-COOM10,COOMBABAH CONSERVATION AREA ARUNDEL SECTION,90 GOLDEN BEAR DRIVE,ARUNDEL,743,OPEN SPACE PARKS,AMENITY SPACE,GCCC,fed25282-3ce3-4f91-9f3f-12c32e456f84
150493,K-PATERS,PATERSON PARK,47 PATERSON ROAD,YATALA,42068,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,01dcbbaa-555e-4643-956c-2ebe7aed535c
150494,,SOUTHERN MORETON BAY ISLANDS,,SOUTHERN MORETON BAY ISLANDS,7544417,QUEENSLAND CONSERVATION ESTATE,UNALLOCATED,EXTERNAL,8031a506-86cd-4151-8e91-c8581d7b9405
150495,,SOUTHERN MORETON BAY ISLANDS NATIONAL PARK,,SOUTHERN MORETON BAY ISLANDS,11633023,QUEENSLAND CONSERVATION ESTATE,NATIONAL PARK,EXTERNAL,1dfcdb2e-0bc6-4beb-96e3-72d2d8e04c05
150496,K-LOGANR,LOGAN RIVERFRONT RESERVE,272 LOVES ROAD,WOONGOOLBA,79222,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,4c3cef1f-0e05-4f08-8792-0bf1c5ad6c93
150497,K-WEEDON,WEEDONS CROSSING BRIDGE PARK,15 BIRRIBI AVENUE,NERANG,2927,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6940b6aa-5669-451f-9413-06d1d3f8ccef
150498,K-RIVERT,RIVERTREE PARK,72 HELENSVALE ROAD,HELENSVALE,15027,OPEN SPACE PARKS,AMENITY SPACE,GCCC,73545af3-ebad-4f16-9268-caa4c14111bc
150499,K-BODALL,BODALLA PARK,20 JEDDA STREET,TALLEBUDGERA,150346,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,a7a76b79-be7f-47d2-8104-f47eaf80a5ac
150500,K-BONO02,BONOGIN CONSERVATION AREA,6A NIGHTSHADE ROAD,BONOGIN,7322222,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,9012ade4-0afb-47e5-a9df-f786bac3866e
150501,K-SALI02,SALIX RESERVE EAST,15 FAIRHAVEN COURT,HELENSVALE,11590,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,8ee320d5-9cee-4b3e-815d-468e32ce7917
150502,K-BIGGER,BIGGERA PARK,28 DEAGON DRIVE,RUNAWAY BAY,11477,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,f8a6c3d7-6f0d-4f0d-b32b-3dd499326a03
150503,K-BILL01,BILL AND MARGARET KURZ PARK,10 PIALLINGO STREET,MUDGEERABA,5541,COMMUNITY FACILITIES,INDOOR SPORTS AND RECREATION,GCCC,a1c28a94-8ccc-4a74-ab32-003ee1d2d14c
150504,K-CATH01,CATHEDRAL PARK,ASHMORE ROAD,MOLENDINAR,8218,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6bd7a6f1-46d6-4a2f-85ae-d11d39938320
150505,K-CATH02,CATHEDRAL PARK ROAD RESERVE,17 GEOFF WOLTER DRIVE WEST,MOLENDINAR,3711,OPEN SPACE PARKS,AMENITY SPACE,GCCC,91624ff0-6ee4-41cd-bf23-bbd9dbc33461
150506,K-SUNVAL,SUN VALLEY PARK, PARASOL STREET,ASHMORE,6777,UTILITY RESERVE,UTILITY RESERVE,GCCC,47330694-0f09-41bf-9c54-c9e36dcf8a65
150507,K-SUNBIR,SUNBIRD PARK,28 SUNBIRD STREET,BURLEIGH WATERS,1671,OPEN SPACE PARKS,AMENITY SPACE,GCCC,c3643434-1a42-4dfa-a8ec-c9a2dea24926
150508,K-FREEST,FREESTONE DRIVE PARK,FREESTONE DRIVE,UPPER COOMERA,10708,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c3f17208-3aa4-4058-9cd9-14fc220b2fe2
150509,K-COBBCO,COBB & CO PARK,COBB & CO DRIVE,OXENFORD,5846,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,87a6e7fb-80d1-45ac-b770-3cb3bdeb824a
150510,K-GALLEO,GALLEON PARK,59 GALLEON WAY,CURRUMBIN WATERS,6799,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,6032da8b-00eb-4ef9-a59a-d38ba35b81ea
150511,K-IMFELD,IMFELD COURT RESERVE,25 IMFELD COURT,TALLAI,6611,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,a7f0f9de-6cef-48e9-b5d5-aef226afca5a
150512,K-INDUST,INDUSTRIAL RESERVE,SPENCER ROAD,CARRARA,136,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2a47fd12-0d76-469a-9680-361bd8add5f8
150513,K-INGLES,INGLES PARK,OLD COACH ROAD,TALLAI,21357,UTILITY RESERVE,UTILITY RESERVE,GCCC,a2dc0970-6da2-4619-8280-2918be85f9ae
150514,K-INGLES,INGLES PARK,OLD COACH ROAD,TALLAI,8423,OPEN SPACE PARKS,AMENITY SPACE,GCCC,20a37db6-814a-4c5d-8026-9410831b543f
150515,K-INGLES,INGLES PARK,OLD COACH ROAD,TALLAI,19618,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,7e4f5d09-6138-4986-82d4-713ef3f39260
150516,K-INGLES,INGLES PARK,OLD COACH ROAD,TALLAI,12640,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,806695cb-317a-4f0a-ac25-c3f4ea458214
150517,K-INLAND,INLAND DRIVE RESERVE,10A ROSEWATER CRESCENT,TUGUN,300,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,55b7b38f-e1da-403d-8110-0e6066afdc3f
150518,K-MUDG01,MUDGEERABA ROAD PARKLANDS,42 MUDGEERABA ROAD,MUDGEERABA,41302,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,91f1fc60-a440-4e6b-bf45-0790152ada3a
150519,K-NORF03,NORFOLK PARK,6 HALFWAY DRIVE,ORMEAU,42307,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,04034cf6-b46d-44c7-a05c-b9364513b664
150520,K-BROOKF,BROOKFIELD COURT RESERVE,28A YAMANIE COURT,NERANG,111594,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,c905e0a9-636b-4a48-bbd3-34eb61a9e5e6
150521,K-INWOOD,INWOOD CIRCUIT RESERVE,INWOOD CIRCUIT,MERRIMAC,953,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,c7425482-4a5a-429c-9dd1-a8c3db6f86c6
150522,K-IPSLEY,IPSLEY PARK,4A IPSLEY DRIVE,BROADBEACH WATERS,2056,OPEN SPACE PARKS,AMENITY SPACE,GCCC,551d49e7-8d2f-42f0-ad7a-1c1c8f3d5586
150523,K-LAMING,LAMINGTON PARK,97 BARRIER REEF DRIVE,MERMAID WATERS,1025,OPEN SPACE PARKS,AMENITY SPACE,GCCC,988ee5d7-e41d-4d21-9162-1b8b8d1ad0e8
150524,K-LANCEL,LANCELIN DRIVE RESERVE,44 LANCELIN DRIVE,MERMAID WATERS,2335,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c21cea55-59bb-44f8-9253-5d974e21c3f2
150525,K-LANCEW,LANCEWOOD CIRCUIT RESERVE,LANCEWOOD CIRCUIT,ROBINA,368,OPEN SPACE PARKS,AMENITY SPACE,GCCC,3bc08c35-37d0-406b-878e-4438d83749bf
150526,K-LANDAU,LANDAU COURT PARK,LANDAU COURT,MIAMI,3479,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8df4f88b-4d8e-401d-98f8-91b208f6b1d8
150527,K-LANDAU,LANDAU COURT PARK,LANDAU COURT,MIAMI,9450,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,a783c623-19bf-4919-adf4-2e762c179999
150528,K-LANDIN,LANDINGS PARK,THE LANDINGS,UPPER COOMERA,2866,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,f30b8185-eca2-4427-a864-b369bcf82719
150529,K-LANDSD,LANDSDOWNE PARK,29A LANDSDOWNE DRIVE,ORMEAU HILLS,10017,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,323479e3-d6c3-4475-a157-bfeb62b26f5e
150530,K-LANHAM,LANHAM STREET PARK,MUSGRAVE STREET,COOLANGATTA,3096,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,31963b2d-bca0-4f85-acf2-853b2d10e405
150531,K-ROTHBU,ROTHBURY TERRACE PARK,ROTHBURY TERRACE,PIMPAMA,11110.67436257,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,2b636f81-bd2b-414a-82f5-f25bf5c38ab8
150532,K-ROTHBU,ROTHBURY TERRACE PARK,ROTHBURY TERRACE,PIMPAMA,1059.49501027,UTILITY RESERVE,NATURAL DRAINAGE RESERVE,GCCC,f1b42d6f-b2ac-4fc8-9d79-58875cc7c6aa
150533,F-CFPOIN,POINT DANGER MARINE RESCUE FACILITY,MARINE PARADE ,COOLANGATTA,548.85,COMMUNITY FACILITIES,CENTRE / HALL,,b3dd00f8-1b94-4a6a-a609-71a29e327aff
150534,K-CITRIN,SARATOGA TAIL PARK,LOT 803 HIDDEN WOODS DRIVE,ADVANCETOWN,90353.93110515,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,fedb34b0-2fd6-49f9-b87c-35c24d648263
150535,K-JACKCR,JACK CRONIN ROTARY PARK,BRIGHTON PARADE,SOUTHPORT,948.58537615,OPEN SPACE PARKS,AMENITY SPACE,GCCC,98719f0e-b0df-442b-a0b0-40755df21c13
150536,K-RAGAMU,RAGAMUFFIN DRIVE RESERVE,RAGAMUFFIN DRIVE,COOMERA,13862,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,43d7e490-d63c-4d59-ad9c-32cb3c6aeeef
150537,K-RAIN01,RAIN TREE PARK,RAIN TREE GLEN,COOMBABAH,2522,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,adb9cadf-db64-4f5e-bc57-08c2008c6888
150538,K-RAIN02,RAINTREE LINK PARKLANDS,511A PINE RIDGE ROAD,BIGGERA WATERS,126,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,f959a27b-6b79-4f3b-b00e-71e5006ae256
150539,K-RAIN02,RAINTREE LINK PARKLANDS,511A PINE RIDGE ROAD,BIGGERA WATERS,6519,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,fb38a125-c2a5-4f7d-8391-eed178d91149
150540,K-RANDOM,RANDOM WAY RESERVES,19 RANDOM WAY,WORONGARY,5514,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,6ce0dd23-4ecd-481a-813e-a888aab9ed2a
150541,K-KOOKAB,KOOKABURRA DRIVE PARK,7A KOOKABURRA DRIVE,GILSTON,6077,UTILITY RESERVE,UTILITY RESERVE,GCCC,38a82f26-afdf-497a-b29f-45835329b38d
150542,K-MATRON,MATRON & SISTER HIGMAN PARK,BRIGHTON PARADE,SOUTHPORT,10338.77458695,OPEN SPACE PARKS,AMENITY SPACE,GCCC,4d31426c-273b-4cf6-8af4-c3df028d55dd
150543,K-LAKEHU,LAKE HUGH MUNTZ,163 BARRIER REEF DRIVE,MERMAID WATERS,163670,OPEN SPACE PARKS,WATER BODY,GCCC,6d8783e4-4eb0-4840-aedc-ad64d134e940
150544,K-COOM08,COOMERA SPRINGS PARKLANDS,24A DAYFLOWER STREET,UPPER COOMERA,21194.33434308,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8bc09c1c-6c71-4505-b2a5-cd47b06960bc
150545,K-AUGUST,AUGUST BUROW PARK,AUGUST LANE,ALBERTON,18606.4799524,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,aebea6f6-82bf-49dd-b620-d942035c4809
150546,K-MERR02,MERRILAINE CRESCENT PARKLANDS,28A MERRILAINE CRESCENT,MERRIMAC,2612,OPEN SPACE PARKS,AMENITY SPACE,GCCC,56671977-4101-4cac-9d2c-25b73e407d0a
150547,K-PARA03,PARADISE RIVER PARK,53 GLENMORE DRIVE,ASHMORE,5668,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6d721fed-9580-4927-86e2-7ead97737bea
150548,K-PARA04,PARADISE WATERS PARK,COMMODORE DRIVE,SURFERS PARADISE,16153,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,4b29ba44-306c-4e99-b8ae-498f48dd75d2
